Household ID,Date,House Type,Family Members,Number of Rooms,AC Usage (Hours),Fan Usage (Hours),Refrigerator Usage (Hours),Washing Machine Usage (Hours),Water Motor Usage (Hours),Lighting (Hours),Outdoor Temperature (C),Day of Week,Season,Is Holiday,Daily Consumption (kWh)
C7332304,2025-11-23,Portion,3,4,0.0,2.9,13.1,2.6,1.0,6.4,20.0,Sunday,Winter,1,10.65
DF7D0DD7,2025-10-06,Portion,6,3,1.8,9.4,13.5,0.8,1.3,9.8,27.7,Monday,Spring/Autumn,0,11.44
290A3ABB,2025-10-14,Single Family Home,7,3,1.7,11.3,10.5,0.2,1.1,7.0,31.6,Tuesday,Spring/Autumn,0,10.26
597E6845,2026-06-12,Portion,1,6,9.5,23.3,13.4,1.5,2.8,6.5,42.1,Friday,Summer,1,36.32
14E4180C,2025-11-21,Apartment,6,2,0.0,1.2,12.0,1.3,1.0,11.6,6.9,Friday,Winter,1,5.65
09CE3CFB,2025-10-19,Portion,3,6,2.9,8.8,12.3,2.7,1.8,6.2,27.9,Sunday,Spring/Autumn,1,16.61
E7E646C7,2025-08-04,Villa,4,6,11.8,19.8,11.7,2.3,2.7,6.0,41.4,Monday,Summer,1,38.04
3CD5FD7F,2025-10-25,Apartment,4,3,3.8,7.9,12.7,1.6,1.8,6.4,23.5,Saturday,Spring/Autumn,1,13.6
750565F5,2025-07-29,Portion,1,4,10.8,14.4,11.3,0.7,2.4,6.9,39.4,Tuesday,Summer,0,30.98
9D642932,2025-11-13,Portion,3,3,0.0,0.5,12.2,1.6,0.9,8.8,19.6,Thursday,Winter,1,6.29
8B48F496,2026-01-08,Apartment,7,3,0.0,0.4,11.5,0.6,0.8,7.5,8.7,Thursday,Winter,0,7.52
5F90BED6,2025-10-07,Apartment,6,2,1.3,8.6,13.1,2.0,1.3,9.1,21.9,Tuesday,Spring/Autumn,1,10.5
A0D572C8,2025-08-13,Villa,3,5,6.2,23.3,13.9,1.4,2.3,5.4,38.1,Wednesday,Summer,1,25.69
A48E40F1,2025-09-09,Portion,8,4,14.8,19.9,12.1,0.8,2.2,5.7,39.9,Tuesday,Summer,0,38.06
F1901B7E,2025-12-21,Villa,4,5,0.0,3.1,11.6,2.1,0.9,7.2,15.9,Sunday,Winter,1,9.55
0ABA590E,2025-10-30,Villa,7,9,2.0,10.1,14.0,2.4,1.3,6.7,20.9,Thursday,Spring/Autumn,1,23.49
A59B457F,2025-09-14,Villa,1,10,13.9,16.1,13.0,1.4,2.9,6.0,38.9,Sunday,Summer,1,46.53
CCA1B45C,2025-11-18,Portion,8,6,0.0,0.5,11.9,1.9,0.8,9.6,5.7,Tuesday,Winter,1,10.58
B12B6680,2026-01-05,Villa,2,10,0.0,2.5,14.0,2.5,0.7,7.8,9.9,Monday,Winter,1,13.81
FEBEC0DB,2026-05-03,Villa,6,5,11.3,20.5,13.3,1.7,1.9,6.7,43.3,Sunday,Summer,1,36.22
4BAF0F5E,2025-10-27,Portion,3,6,3.2,9.8,10.1,1.9,1.7,11.8,27.0,Monday,Spring/Autumn,1,22.93
DEBAC186,2026-06-05,Portion,5,3,11.8,20.7,10.7,0.6,2.4,6.5,42.8,Friday,Summer,0,31.6
5D01F55F,2026-01-10,Single Family Home,1,4,0.0,2.7,13.8,1.2,0.5,6.1,7.2,Saturday,Winter,1,6.49
C8040FB7,2025-12-14,Single Family Home,2,4,0.0,2.8,13.1,2.8,0.9,11.2,7.3,Sunday,Winter,1,11.52
5CB5E69C,2025-11-24,Apartment,3,4,0.0,0.6,11.3,2.3,0.7,9.2,5.9,Monday,Winter,1,7.5
71A6014C,2026-04-12,Single Family Home,6,6,3.6,6.7,13.1,2.4,1.4,9.9,22.1,Sunday,Spring/Autumn,1,20.91
3FE68C9C,2026-06-23,Apartment,3,3,7.9,15.0,10.9,2.9,2.3,5.2,41.1,Tuesday,Summer,1,23.08
4303CBC1,2026-04-16,Portion,4,5,2.8,6.5,13.7,2.6,1.3,7.6,22.5,Thursday,Spring/Autumn,1,14.87
DA52D2EE,2025-08-03,Single Family Home,8,3,9.8,23.8,13.8,2.6,2.7,5.2,41.8,Sunday,Summer,1,28.71
D8741408,2026-07-03,Villa,2,9,9.5,17.3,11.9,1.4,1.9,6.2,42.1,Friday,Summer,1,38.97
28524385,2026-03-24,Single Family Home,6,4,0.5,8.9,11.0,0.7,1.6,9.2,28.4,Tuesday,Spring/Autumn,0,12.59
238D6F44,2025-10-01,Portion,1,5,1.7,9.7,13.1,1.0,1.1,9.3,20.6,Wednesday,Spring/Autumn,1,17.12
8D38BBD8,2025-08-23,Apartment,2,3,15.4,22.5,10.8,2.9,2.2,5.3,39.1,Saturday,Summer,1,37.17
B807D78A,2025-12-29,Portion,7,3,0.0,0.4,12.1,0.7,1.1,11.6,18.6,Monday,Winter,0,9.51
12FC7A87,2025-12-18,Villa,3,9,0.0,3.5,13.7,1.0,0.7,8.4,7.6,Thursday,Winter,0,13.97
6EC01269,2026-01-07,Apartment,2,4,0.0,3.8,13.5,0.0,1.4,9.4,19.0,Wednesday,Winter,0,8.02
5299E505,2026-06-14,Single Family Home,6,5,8.8,23.9,12.0,2.9,2.3,7.4,44.8,Sunday,Summer,1,33.0
3240D7A1,2026-02-24,Villa,3,10,0.0,0.5,11.8,1.5,0.7,7.1,7.9,Tuesday,Winter,1,12.43
80A8A23D,2026-02-26,Single Family Home,3,5,0.0,2.3,10.7,0.9,1.3,11.4,16.9,Thursday,Winter,0,12.27
14CB0564,2025-07-23,Villa,4,9,6.9,20.0,10.6,1.6,1.8,5.0,40.2,Wednesday,Summer,1,32.93
7F7F6C0A,2026-05-28,Villa,5,8,6.5,23.4,12.9,0.0,2.0,6.6,37.4,Thursday,Summer,0,35.28
67F5AE02,2025-10-23,Apartment,1,2,0.5,6.5,12.0,2.8,1.4,10.2,20.7,Thursday,Spring/Autumn,1,8.77
343ADA2A,2025-11-08,Single Family Home,6,5,0.0,3.7,12.5,1.4,0.8,6.8,6.8,Saturday,Winter,1,7.67
586A346A,2026-06-28,Single Family Home,6,3,12.1,17.0,11.9,2.1,2.3,6.7,42.5,Sunday,Summer,1,29.59
1F5D988F,2025-10-12,Single Family Home,3,3,3.0,11.0,11.8,2.4,1.1,6.5,23.0,Sunday,Spring/Autumn,1,14.29
6257A4A2,2026-05-19,Portion,4,4,5.3,18.1,10.6,1.7,2.4,6.1,35.6,Tuesday,Summer,1,20.7
500E15C0,2025-09-14,Single Family Home,8,6,5.5,13.1,13.2,1.9,2.3,6.1,37.1,Sunday,Summer,1,24.44
7F53A88E,2025-07-15,Portion,8,4,4.8,21.7,11.6,0.8,2.6,7.0,35.6,Tuesday,Summer,0,23.3
0CF0374C,2025-10-17,Portion,5,3,1.4,4.5,13.7,0.1,2.0,11.6,20.5,Friday,Spring/Autumn,0,10.28
43B47EE5,2026-03-30,Portion,6,3,3.1,10.1,12.6,1.8,2.0,12.0,24.9,Monday,Spring/Autumn,1,16.28
31D4EE09,2025-11-16,Villa,2,8,0.0,3.6,12.7,2.3,0.9,9.2,18.0,Sunday,Winter,1,15.06
8CC36F3B,2025-10-17,Apartment,3,2,0.7,8.3,12.9,1.4,1.5,6.0,24.2,Friday,Spring/Autumn,1,7.06
56CE4B42,2026-01-27,Villa,3,6,0.0,2.7,12.1,2.6,1.0,7.5,9.5,Tuesday,Winter,1,10.3
09F64405,2025-08-26,Villa,8,9,7.6,20.7,13.2,1.8,1.7,7.1,37.8,Tuesday,Summer,1,39.21
83F82F16,2025-08-27,Villa,3,8,3.2,13.2,12.4,2.4,1.6,4.2,35.2,Wednesday,Summer,1,22.99
D40AC5E9,2026-01-09,Portion,5,6,0.0,0.9,13.5,0.1,0.7,9.0,11.0,Friday,Winter,0,8.62
1C0F0BDC,2026-06-30,Villa,1,9,13.3,15.8,12.7,1.6,2.4,5.2,43.2,Tuesday,Summer,1,40.73
C86C6544,2026-06-27,Single Family Home,1,6,8.2,15.6,13.8,2.8,1.6,7.6,41.6,Saturday,Summer,1,30.77
B89F7039,2026-02-18,Portion,3,4,0.0,2.0,13.8,0.7,1.5,10.7,11.4,Wednesday,Winter,0,9.26
1C221CEA,2025-09-14,Portion,6,6,7.5,16.5,11.9,2.7,2.6,5.2,39.2,Sunday,Summer,1,30.2
34323EC6,2025-12-04,Portion,1,4,0.0,3.7,13.9,0.6,1.1,6.8,17.1,Thursday,Winter,0,7.24
A987B218,2025-12-29,Portion,6,4,0.0,2.6,13.4,1.2,1.4,10.3,8.1,Monday,Winter,1,8.91
8BD88FCD,2025-11-13,Villa,8,6,0.0,2.7,13.5,0.2,1.1,10.6,9.0,Thursday,Winter,0,12.72
3990E2C9,2026-06-16,Villa,5,10,10.8,22.4,13.8,0.0,2.0,7.7,40.6,Tuesday,Summer,0,48.19
5129950D,2025-12-29,Villa,5,5,0.0,4.0,11.0,2.2,1.0,7.2,6.8,Monday,Winter,1,11.49
D1812F77,2025-11-10,Single Family Home,5,3,0.0,3.1,12.1,1.7,0.9,7.6,13.3,Monday,Winter,1,7.52
58AB4778,2026-06-10,Villa,8,6,7.0,23.8,13.4,0.9,2.2,5.5,40.0,Wednesday,Summer,0,30.39
EEDAA802,2026-01-28,Villa,3,5,0.0,0.9,11.0,0.9,0.6,9.5,13.4,Wednesday,Winter,0,8.33
E7BA26AC,2026-01-17,Single Family Home,1,3,0.0,1.3,13.3,2.0,0.9,9.9,7.3,Saturday,Winter,1,8.83
78EF7666,2025-08-12,Single Family Home,1,4,6.9,23.6,12.0,1.3,2.5,7.2,37.6,Tuesday,Summer,1,25.68
E0DECC3D,2025-12-28,Single Family Home,5,5,0.0,2.0,12.2,2.3,1.4,6.4,15.8,Sunday,Winter,1,7.64
E86E8E63,2026-04-14,Single Family Home,1,4,3.8,9.3,11.6,2.7,1.8,7.4,30.2,Tuesday,Spring/Autumn,1,18.5
EF158D5B,2026-06-08,Portion,8,4,5.0,16.5,12.7,2.2,2.4,5.9,35.1,Monday,Summer,1,21.98
4C636E95,2026-01-30,Apartment,6,3,0.0,2.2,12.1,1.5,0.5,11.9,5.1,Friday,Winter,1,5.98
8639BD41,2026-01-03,Single Family Home,8,5,0.0,2.7,13.6,1.2,1.3,6.6,17.2,Saturday,Winter,1,8.01
54A7B69B,2025-09-04,Portion,5,4,5.2,21.8,11.6,0.4,1.9,5.6,36.9,Thursday,Summer,0,22.06
4B86B5A1,2026-01-30,Single Family Home,3,6,0.0,0.9,13.4,2.3,1.2,11.1,19.9,Friday,Winter,1,13.57
669D01FF,2026-03-08,Single Family Home,3,6,1.5,8.4,10.0,1.3,1.1,9.0,21.1,Sunday,Spring/Autumn,1,15.46
01BF9E73,2025-10-10,Single Family Home,8,5,2.3,10.9,12.1,1.1,1.1,7.3,29.4,Friday,Spring/Autumn,1,17.08
92A81713,2025-07-11,Villa,4,5,10.8,12.6,13.7,0.9,1.6,6.3,43.9,Friday,Summer,0,27.52
67C96204,2026-03-15,Villa,2,10,1.3,11.7,13.0,2.4,1.6,8.4,31.1,Sunday,Spring/Autumn,1,23.4
5E175B66,2026-02-16,Single Family Home,3,6,0.0,1.0,11.6,0.9,1.3,8.0,7.4,Monday,Winter,0,10.93
9B11B530,2025-11-20,Portion,4,4,0.0,4.0,12.0,1.0,1.2,6.3,7.1,Thursday,Winter,0,8.09
B42A0456,2025-11-16,Apartment,1,4,0.0,1.4,13.8,1.8,1.3,10.6,17.6,Sunday,Winter,1,8.16
929C93B3,2026-01-19,Single Family Home,6,6,0.0,4.0,11.4,0.9,1.0,8.6,9.1,Monday,Winter,0,11.83
95492A82,2026-01-01,Portion,1,6,0.0,0.3,13.2,0.7,1.1,6.5,14.9,Thursday,Winter,0,7.18
905C7BDD,2025-07-28,Portion,5,3,12.3,20.9,10.4,1.0,2.0,5.2,42.1,Monday,Summer,1,29.75
BEED0AF9,2025-09-24,Apartment,1,3,2.8,14.2,12.2,1.8,2.2,4.1,37.7,Wednesday,Summer,1,14.55
FE7EE362,2025-07-29,Apartment,8,2,5.6,15.9,11.2,1.8,2.1,4.3,35.9,Tuesday,Summer,1,19.42
22AB7752,2026-04-13,Portion,6,6,3.9,8.6,11.5,1.3,1.2,7.8,30.9,Monday,Spring/Autumn,1,19.01
60A399D4,2025-11-21,Single Family Home,6,3,0.0,1.7,11.9,0.1,0.9,7.5,5.9,Friday,Winter,0,5.34
87623997,2025-08-22,Single Family Home,1,3,11.9,14.3,11.2,2.9,1.7,5.3,41.3,Friday,Summer,1,29.34
8B60C511,2025-12-09,Portion,4,4,0.0,1.3,13.3,2.7,0.8,11.8,17.1,Tuesday,Winter,1,8.78
3040413C,2026-06-15,Apartment,1,4,15.5,14.4,13.9,2.9,2.0,5.2,38.2,Monday,Summer,1,37.38
E23DDFAA,2026-05-28,Single Family Home,4,3,11.8,14.9,13.3,0.4,2.1,4.5,39.9,Thursday,Summer,0,28.37
99086E47,2026-03-09,Apartment,4,4,2.2,9.5,13.8,0.5,1.6,10.3,27.1,Monday,Spring/Autumn,0,15.09
8A2DB2E6,2025-09-24,Apartment,3,4,6.2,21.8,11.6,2.0,2.7,6.5,37.9,Wednesday,Summer,1,24.65
BB44BADC,2026-02-02,Villa,4,7,0.0,2.9,10.3,1.0,1.3,8.9,14.9,Monday,Winter,0,11.79
389641DD,2025-12-05,Villa,1,9,0.0,3.7,12.2,0.8,1.2,8.2,12.6,Friday,Winter,0,15.92
8E4C3AB5,2026-01-04,Villa,7,9,0.0,2.6,13.1,2.3,0.6,8.1,13.1,Sunday,Winter,1,14.12
6883AC6E,2025-08-30,Portion,3,6,7.9,20.1,13.0,2.9,2.1,5.7,35.4,Saturday,Summer,1,29.45
4CFD0FC1,2026-05-16,Single Family Home,8,3,5.1,18.2,12.3,1.9,2.4,5.6,37.6,Saturday,Summer,1,21.3
6AA0426D,2026-01-26,Single Family Home,7,4,0.0,2.0,10.1,1.2,0.8,8.5,13.8,Monday,Winter,1,9.73
143DF5B3,2026-06-09,Villa,2,9,7.6,13.7,11.8,0.2,2.0,5.9,36.2,Tuesday,Summer,0,31.29
AC75C344,2026-02-13,Apartment,2,2,0.0,2.8,11.2,0.8,0.8,6.7,11.6,Friday,Winter,0,6.97
E8334DA5,2025-11-05,Apartment,4,2,0.0,2.7,13.9,0.2,0.7,7.0,14.7,Wednesday,Winter,0,4.16
7A9A8EF5,2026-06-06,Single Family Home,7,4,15.6,14.8,10.7,2.3,2.1,5.7,40.6,Saturday,Summer,1,34.63
48769153,2025-11-23,Villa,5,7,0.0,0.8,11.6,2.4,1.1,7.2,14.2,Sunday,Winter,1,11.56
7F4D908C,2025-12-24,Portion,6,4,0.0,0.3,13.5,1.4,0.6,8.0,17.1,Wednesday,Winter,1,7.2
90019ED4,2026-05-19,Single Family Home,1,5,7.2,18.3,12.4,2.2,2.5,6.3,37.6,Tuesday,Summer,1,27.36
54720D2D,2025-09-29,Single Family Home,8,5,12.2,21.8,11.2,2.2,2.6,4.3,43.5,Monday,Summer,1,34.26
F76D15FD,2026-03-28,Portion,8,4,1.2,5.5,12.0,1.8,1.7,6.8,21.4,Saturday,Spring/Autumn,1,11.5
2B54FF7A,2025-08-27,Portion,3,3,5.8,20.3,14.0,0.6,2.5,6.0,36.9,Wednesday,Summer,0,20.22
F1F7D904,2026-05-02,Apartment,1,3,10.5,12.6,10.0,1.3,2.0,7.3,38.1,Saturday,Summer,1,28.34
3B3F3800,2025-07-31,Single Family Home,1,4,10.9,20.2,13.4,2.0,2.1,4.3,40.1,Thursday,Summer,1,29.02
A3422E50,2026-03-08,Portion,8,3,1.2,6.2,10.7,1.9,1.5,10.5,29.1,Sunday,Spring/Autumn,1,12.71
694D7B00,2025-07-11,Villa,5,5,7.1,13.4,13.3,1.7,2.7,7.3,40.5,Friday,Summer,1,24.88
2DE46E91,2025-08-15,Apartment,3,2,11.5,23.9,13.3,0.8,1.7,5.2,42.2,Friday,Summer,0,29.17
D0B1E3EB,2025-11-13,Portion,2,5,0.0,1.4,11.8,3.0,1.3,10.7,11.7,Thursday,Winter,1,10.53
FD7FE973,2026-03-19,Villa,2,10,2.4,6.8,12.5,0.2,1.7,6.8,29.7,Thursday,Spring/Autumn,0,19.32
608E2F5C,2026-01-25,Apartment,1,4,0.0,0.2,11.1,2.1,0.9,7.9,8.1,Sunday,Winter,1,8.55
D867888B,2025-12-12,Villa,2,9,0.0,1.1,13.9,0.7,1.4,6.6,9.3,Friday,Winter,0,13.46
DE3CE88B,2026-03-17,Portion,5,3,3.7,11.9,10.5,0.9,1.9,7.5,29.4,Tuesday,Spring/Autumn,0,16.6
E63949D4,2026-01-21,Apartment,3,3,0.0,3.0,12.0,0.6,1.2,7.6,17.4,Wednesday,Winter,0,6.97
24E9BCFD,2026-04-08,Portion,2,5,2.5,11.0,12.1,0.3,1.1,11.6,25.4,Wednesday,Spring/Autumn,0,17.32
D5ABA8AE,2026-05-13,Villa,7,10,9.3,12.0,12.9,0.7,2.7,5.8,44.5,Wednesday,Summer,0,36.22
B962C8A7,2025-08-04,Villa,1,5,6.6,18.4,11.7,1.4,1.8,5.1,38.6,Monday,Summer,1,26.42
57311609,2026-02-13,Portion,6,3,0.0,2.3,11.9,1.7,1.1,10.1,10.1,Friday,Winter,1,6.48
7D98302F,2025-09-28,Portion,7,4,6.7,17.5,13.4,1.9,1.7,4.0,36.0,Sunday,Summer,1,24.73
614C721D,2025-08-07,Villa,4,10,6.1,13.6,10.6,0.9,2.5,5.1,37.0,Thursday,Summer,0,31.37
6147ADEB,2026-03-24,Single Family Home,7,5,1.5,11.2,11.6,1.6,1.2,10.2,23.0,Tuesday,Spring/Autumn,1,15.27
F165D779,2025-10-27,Villa,5,5,2.8,4.0,10.5,0.2,1.5,10.1,27.9,Monday,Spring/Autumn,0,13.21
72E76B51,2026-01-26,Portion,2,3,0.0,3.3,11.7,0.1,1.5,6.4,15.4,Monday,Winter,0,6.75
98D00C2C,2026-02-10,Villa,7,5,0.0,0.4,13.5,1.3,0.8,10.6,16.0,Tuesday,Winter,1,10.87
15AEDE0F,2026-03-29,Single Family Home,3,6,4.0,5.1,10.0,2.3,1.5,8.6,21.6,Sunday,Spring/Autumn,1,19.8
4D16F049,2025-10-13,Single Family Home,2,4,0.6,7.3,13.4,1.2,1.7,6.6,27.5,Monday,Spring/Autumn,1,12.38
7BF69552,2026-04-19,Villa,5,6,1.5,11.7,10.6,1.6,1.3,6.5,27.1,Sunday,Spring/Autumn,1,16.52
9803B22E,2026-02-17,Portion,2,4,0.0,2.4,12.8,2.7,1.3,10.0,14.0,Tuesday,Winter,1,9.6
550C2FE9,2026-05-11,Portion,6,6,11.1,21.0,10.2,2.8,1.9,7.8,40.2,Monday,Summer,1,37.1
DC08BF29,2026-03-02,Single Family Home,5,5,2.0,8.8,13.9,1.0,1.5,11.6,21.4,Monday,Spring/Autumn,0,15.98
F6EE5CDB,2025-11-29,Villa,5,10,0.0,2.3,12.7,2.5,0.9,11.7,17.9,Saturday,Winter,1,19.48
F7BF5244,2026-02-02,Single Family Home,6,6,0.0,0.3,10.2,1.1,0.8,10.7,5.3,Monday,Winter,1,10.32
5D71A898,2025-08-17,Single Family Home,3,3,11.0,17.0,10.3,2.1,2.6,6.5,41.3,Sunday,Summer,1,28.3
F166CDCF,2026-03-23,Portion,5,3,2.0,5.6,12.1,1.8,1.8,9.8,23.7,Monday,Spring/Autumn,1,14.54
A2224F96,2025-10-25,Villa,3,10,0.3,9.6,13.4,1.1,1.7,6.5,28.2,Saturday,Spring/Autumn,1,19.5
12EF6101,2025-12-18,Portion,7,6,0.0,2.4,13.0,0.7,0.8,6.7,11.8,Thursday,Winter,0,9.99
B39E4DF2,2026-05-30,Apartment,2,2,7.6,23.4,13.1,2.4,2.3,4.7,42.0,Saturday,Summer,1,21.53
2A9528C3,2026-02-28,Apartment,7,3,0.0,1.1,13.1,1.1,1.4,10.8,16.7,Saturday,Winter,1,7.65
1B1F2EB1,2025-07-10,Villa,4,9,6.3,18.9,11.8,0.4,1.6,6.0,35.6,Thursday,Summer,0,32.72
768B4F7E,2026-04-15,Single Family Home,6,3,1.0,4.8,12.9,1.5,1.6,9.1,24.4,Wednesday,Spring/Autumn,1,9.03
EBA900E1,2026-06-23,Apartment,3,3,8.4,17.7,10.6,2.9,2.1,7.4,43.6,Tuesday,Summer,1,25.72
34F541C0,2026-01-13,Villa,8,5,0.0,3.0,11.3,1.8,0.9,10.3,18.7,Tuesday,Winter,1,9.85
51A40D2A,2025-07-31,Apartment,2,2,4.2,18.0,10.7,2.6,2.9,7.9,35.8,Thursday,Summer,1,20.15
CCD015C1,2025-09-05,Single Family Home,3,4,4.8,15.4,11.3,2.1,2.8,4.0,35.7,Friday,Summer,1,19.62
76492E64,2025-09-29,Portion,3,4,9.0,19.5,12.4,2.0,2.2,7.1,40.6,Monday,Summer,1,27.66
9D361CB6,2026-05-26,Portion,7,6,13.6,14.9,11.6,0.2,1.5,5.4,44.0,Tuesday,Summer,0,36.35
47419B48,2026-04-08,Apartment,2,4,3.8,4.0,13.4,0.7,1.7,6.6,30.5,Wednesday,Spring/Autumn,0,15.04
75220646,2025-08-17,Portion,6,6,5.0,12.7,12.8,1.2,3.0,7.7,37.4,Sunday,Summer,1,26.87
1D3E503A,2025-11-11,Portion,3,5,0.0,2.8,13.9,0.1,0.9,6.6,12.8,Tuesday,Winter,0,6.81
1E2C2E7D,2025-10-02,Apartment,3,3,0.3,8.5,13.9,0.2,1.4,7.6,29.8,Thursday,Spring/Autumn,0,8.75
98AF5CCA,2025-08-26,Portion,7,4,13.0,20.8,11.1,1.1,2.0,4.8,43.0,Tuesday,Summer,1,34.51
EB4E2281,2026-02-28,Single Family Home,3,6,0.0,0.6,11.9,1.8,0.7,9.2,13.8,Saturday,Winter,1,11.85
508850D3,2026-05-11,Apartment,6,2,3.8,15.2,10.6,2.4,1.7,7.3,37.1,Monday,Summer,1,16.1
624A2A50,2026-06-24,Portion,7,6,7.0,15.9,11.0,1.7,1.6,6.1,35.4,Wednesday,Summer,1,27.49
7D1B695E,2025-09-06,Apartment,4,3,7.9,12.4,11.8,2.5,2.1,5.0,37.6,Saturday,Summer,1,22.73
89A0B7EB,2025-10-20,Portion,8,3,0.6,4.1,13.9,0.1,1.8,10.9,29.6,Monday,Spring/Autumn,0,9.93
D2C2A960,2026-07-04,Apartment,8,4,12.4,19.0,13.3,1.0,1.9,4.3,41.3,Saturday,Summer,1,33.52
1A37F6BD,2026-04-02,Single Family Home,5,3,0.5,11.2,11.3,1.1,1.8,8.8,25.3,Thursday,Spring/Autumn,1,10.09
D1151FFF,2025-08-07,Apartment,4,2,14.2,16.7,12.7,1.3,1.5,4.9,40.7,Thursday,Summer,1,28.96
A1FD4187,2025-12-10,Single Family Home,4,4,0.0,3.5,12.5,0.2,0.5,7.8,9.2,Wednesday,Winter,0,7.11
47F53019,2026-02-10,Single Family Home,6,5,0.0,0.2,10.5,1.4,0.8,11.3,13.3,Tuesday,Winter,1,9.8
DBA6FDF8,2026-01-11,Apartment,3,3,0.0,3.2,14.0,2.6,1.3,8.2,14.5,Sunday,Winter,1,9.16
46FEACD4,2026-05-20,Single Family Home,3,4,15.1,18.0,10.7,0.3,2.1,4.9,39.8,Wednesday,Summer,0,37.02
3F5FBF4F,2026-04-11,Portion,8,4,0.2,11.9,13.1,3.0,1.5,11.8,29.3,Saturday,Spring/Autumn,1,13.32
A0B85755,2025-12-05,Portion,2,3,0.0,1.1,13.7,1.1,1.3,12.0,14.9,Friday,Winter,1,7.79
B1D81887,2026-06-14,Villa,8,8,14.0,16.3,13.4,1.4,2.8,6.4,43.5,Sunday,Summer,1,44.36
DE70BD30,2026-04-16,Apartment,8,4,3.7,4.2,13.8,2.1,1.7,9.4,28.4,Thursday,Spring/Autumn,1,15.44
88D00ABD,2025-11-29,Portion,4,6,0.0,3.5,11.2,2.0,1.0,6.5,19.8,Saturday,Winter,1,9.11
48998E5F,2025-11-07,Single Family Home,8,5,0.0,2.1,13.7,0.2,0.5,6.8,8.3,Friday,Winter,0,8.45
C8ACFFCF,2026-05-09,Apartment,2,2,14.4,15.9,12.3,2.8,1.5,7.1,44.2,Saturday,Summer,1,32.92
FDE91C42,2026-06-22,Single Family Home,3,5,15.6,16.5,11.6,0.1,2.9,5.2,43.6,Monday,Summer,0,37.4
462623BE,2025-08-10,Villa,5,5,7.7,21.5,12.6,1.3,2.9,7.9,36.6,Sunday,Summer,1,31.79
A61F0B96,2025-09-05,Portion,5,4,13.9,14.7,10.7,1.6,2.4,6.8,44.3,Friday,Summer,1,32.91
185DF528,2025-07-07,Portion,2,4,15.5,23.4,14.0,1.0,2.1,4.1,42.3,Monday,Summer,0,38.52
0260A123,2025-07-09,Villa,2,8,15.7,14.7,13.7,0.1,2.3,7.0,44.2,Wednesday,Summer,0,43.0
6210DEF6,2025-08-08,Apartment,2,3,7.7,22.6,12.8,2.3,1.6,7.5,44.8,Friday,Summer,1,24.67
61FA01BA,2026-04-16,Single Family Home,3,3,1.0,4.5,10.4,0.0,1.3,8.3,23.2,Thursday,Spring/Autumn,0,9.89
70AA5B0D,2025-11-12,Single Family Home,3,6,0.0,3.5,11.5,2.1,1.0,6.6,19.5,Wednesday,Winter,1,10.24
E5871D89,2025-08-12,Apartment,7,3,12.5,20.2,10.3,2.7,1.7,5.2,43.6,Tuesday,Summer,1,30.15
3F6EED9D,2025-10-16,Apartment,4,4,0.3,5.4,12.9,2.1,1.4,11.4,31.4,Thursday,Spring/Autumn,1,10.53
06DDF6CA,2026-05-13,Villa,4,9,12.1,17.8,13.8,0.2,1.5,7.6,40.9,Wednesday,Summer,0,40.61
A56B61E0,2025-07-26,Single Family Home,8,6,3.2,14.3,12.9,2.5,2.5,5.1,36.0,Saturday,Summer,1,20.92
A3595D1F,2026-02-09,Apartment,6,3,0.0,0.2,13.4,0.2,1.1,8.2,8.6,Monday,Winter,0,6.39
91816091,2025-12-08,Single Family Home,8,3,0.0,2.6,10.8,0.0,1.1,7.0,9.4,Monday,Winter,0,5.65
431E930F,2025-09-23,Apartment,7,4,7.1,15.7,12.0,2.3,2.1,4.4,35.8,Tuesday,Summer,1,23.83
C4615234,2025-12-06,Portion,2,4,0.0,3.5,11.8,1.5,0.9,8.8,7.8,Saturday,Winter,1,7.82
143AC1C5,2026-01-10,Single Family Home,3,5,0.0,0.2,12.7,1.2,1.3,8.1,9.0,Saturday,Winter,1,9.15
C362A810,2026-05-08,Apartment,5,4,11.9,18.6,13.3,1.8,2.8,6.1,44.7,Friday,Summer,1,34.91
3D175712,2025-07-28,Apartment,7,2,14.8,17.7,13.6,2.4,1.6,6.0,39.7,Monday,Summer,1,33.87
4F2DA233,2026-03-07,Single Family Home,2,3,2.7,9.0,13.0,1.3,1.1,11.9,29.6,Saturday,Spring/Autumn,1,16.35
02E7DF89,2025-09-04,Villa,5,6,7.3,17.1,11.7,3.0,3.0,6.5,43.1,Thursday,Summer,1,32.05
DF9B141E,2025-10-13,Apartment,1,3,3.6,11.3,11.6,1.8,1.1,8.0,23.1,Monday,Spring/Autumn,1,14.23
4350AB06,2026-03-24,Apartment,8,3,3.5,10.3,12.1,1.8,1.6,8.5,25.5,Tuesday,Spring/Autumn,1,14.36
911F730B,2025-09-06,Single Family Home,5,3,13.6,23.3,12.3,1.2,2.9,5.1,40.9,Saturday,Summer,1,34.57
B90800F3,2025-08-18,Apartment,1,2,10.1,16.6,12.4,0.0,2.2,5.1,38.4,Monday,Summer,0,22.98
620AF158,2026-06-08,Single Family Home,1,6,12.9,12.5,11.3,0.2,2.8,7.0,41.1,Monday,Summer,0,37.46
EA75752D,2026-03-27,Villa,2,9,0.1,10.5,11.1,2.0,1.3,10.2,30.8,Friday,Spring/Autumn,1,19.9
